formula,target
Al0.25 Fe0.75 Na1 O2,1
Na0.75 Nb0.5 Nd0.25 O3 Ti0.5,1
Mn0.8 O3 Pr0.6 Sr0.4 Ti0.2,1
Ga0.72 Mn1.28 Ni2,1
Fe0.4 Ir0.4 Li0.29 O2,1
Al0.6942 Si1.0858 Th1,1
Co1 Ga3 Lu2,0
Bi2 F1 O5 V1,1
Bi0.8 F1 O1 Y0.2,1
La0.2 Mn1 Si1 Y0.8,1
Ag1 Mg1 Yb1,1
Cl3 Cu5 K1 O8 Se2,0
Li1.11 Ni0.89 O2,1
C8 H24 Cu2 N4 O20,0
La1 Mn1 O6 Sr0.88 Ti1,1
Na2 P2 Si1,0
K9 Na23 Tl15.3,1
Al2 Dy1,0
H10 Al1 O11 P3,0
Na0.6 S2 Ti0.4 V0.6,1
Mn1 Pd1 Sb1,0
H2 Ca0.5 Mn0.5 Na4 O16 Si6,1
Li3 Mg2 Nb0.98 O6 Ta0.02,1
Cu3 In2 O18 Se6,0
Na1 O4 Sc1 Zr1,1
Au0.81 Co0.19,1
As3 Sm1 Zn3,1
S2 Sm1 Tl1,0
Cr1.5 Mn1.5 O4,1
La0.7 Mn1 Nd0.3 O3,1
K6 Se7 Sn2,0
Cl4 Na2 Zn1,0
Gd0.8 La0.2,1
Cu1 Mo0.6 O6 Sr2 W0.4,1
  H1.9 Al3.39 Ca1.97 Cl0.03 F0.07 Fe0.78 K0.27 Mg3.07 Mn0.02 Na0.74 O23.9 Si5.47 Ti0.29,1
B4 Ir3 Zr1,0
Eu4 O20 Si5 Zn4,0
Mn7 Mo4 Si8,1
Al3 N20 Nd7 O1 Si8,1
Ho0.75 Ni2 Tb0.22,1
O8 Te2 V1 Y1,0
Cu1 Nd3 S7 Sn1,0
Nd1 Rb1 S2,0
Mg0.12 Nb0.24 O3 Pb1 Ti0.64,1
Cu0.5 Mn1 Nd1 Si1.5,1
Bi1 La1.84 O2.32 Sr0.16,1
Cs1 Na1 O7 P2 Zn1,0
H6 La1 O6 P3,0
Er1 Ge2 Ni2,0
Am1 Si1,0
Au0.09 Fe0.91,1
Gd2 Mo1 O12 Se3,0
C4 Cu1 Hg1 N4 S4,0
Cu0.1 La0.7 Mn0.9 O3 Sr0.3,1
C4 H13.86 F3 Fe2 N2 O6.61 P2,1
C4 H7 B3 Br1 Mn1 O4,0
O7 Re2,0
Bi1.5 Dy0.5 O7 Ru2,1
As1 Co0.8 Fe0.2 Nd1 O1,1
H2 Al3.9 B2 Ca3.93 Fe1.62 Mn0.5 O32 Si8,1
Fe1 Sn1,0
Ca0.07 Mg1.93 O6 Si2,1
Se3 Sn4 Te1,1
Ge0.4 Si1.6 Sm1,1
B3 Cd4 Eu1 O10,0
Ba1.86 Mn1.8 Pr0.61 Se5,1
Ca9.92 Co0.58 O28 V7,1
Co1 Nd0.9 O4 Sr1.1,1
La0.989 Mn0.32 Ni4.71,1
Fe0.2 Ga0.56 La0.89 Mg0.24 O2.8 Sr0.11,1
Nb3 S6 Ti1,0
C0.95 B0.05 Fe14 Pr2,1
Cu2 Ge1 Mg1 S4,0
In1 Pr3,0
Bi3 Cl1 O11 Pb1 Sr1 Ta2,1
Al1 Ni8 Tm3,0
S2 Tl2,0
Co16 Sc6 Si7,0
Cl9.2 K1 Re6 Se4.8,1
Cd1 Li2 Sb1,0
F1 La2 O4 Se1 Ta1,0
H14 Co0.54 Cu0.46 O11 S1,1
Co0.91 Li1 Mg0.09 O2,1
Al0.06 B3.94 Cr0.92 Fe2.18 Mg4.45 O16 Si0.06 Ti0.38,1
Ce3 In1 S6,0
Cs1.08 F6 Li0.54 V1.46,1
K2 O4 Zn3,0
Li1 Mo2 Na3 O8,0
La0.965 Ni1 O3.9 Sr0.965,1
Ca0.7 O12 P3 Ti1.8 Zn0.2,1
C1 H6 I3 N3 Sn1,0
H6 Cl4 N1 Na1 O4 Ru1,0
Co3 Gd6 Si2,1
O13 P4 Y2,0
K4 Mn1 Mo3 O12,0
H1 Na1 O4 Se1,0
Co3 Ge3.08 Tb0.45,1
Al4.68 Fe7.47 La11 Ni0.84 Sn2.96,1
Ag0.15 Mg1 Zn1.85,1
H2 B1 Na1 O7 Si2,0
Ga0.37 Ge5.63 Mn6 Sc1,1
Ge2 Ru2 Sm1,0
Ba0.12 Bi0.425 Na0.425 O3 Sr0.03 Ti1,1
Co0.72 Ni0.28 Zr1,1
Ca2 Ir1 O4,0
H16 B4 U1,0
Cu0.63 Hg0.06 Se1 Sn0.31,1
Ba5 Cu8 O18 Y3,0
Rh4 Si2 Tm1,0
C2 H19.5 Cs5 O46.75 Ru1 S1 Si1 W11,1
Au1 Ca1 Ga1,0
Co0.33 Ge2 Lu1,1
Hg1 Ti0.75 Zn0.25,1
H12 F6 Mn1 O6 Si1,0
Sn1.6 Zr6.4,1
Ba3 Ga2 Hg1 S7,0
Fe0.6 Sn1 V2.4,1
H31 Na7 Nb6 O34,1
Gd2 Rh1 Si3,0
Au1 Cd1 Ce1,0
Al1 Y2,0
C3 Gd0.2 Th1.8,1
Cs6 Nb4 S22,0
Lu1 Si1.76,1
Al4 O32 W10,0
Be2 La6 S14 Yb2,0
Ce1 Fe1 Mn1 O4,1
Ba1 Co1 S2,1
Ag0.2 La0.625 Mn1 O3 Sr0.175,1
B3 Ca4.084 O9.96 Y0.916,1
Ga9.5 Pt1.5 Tb3,1
Ca0.5 Mn0.9 Nd0.5 O3.18 Ru0.1,1
Fe0.791 Mn0.209 Nb1.898 O6 Ta0.102,1
H6 Br1 Cu4 F1 O6,1
Ce1 Rh0.1 Ru1.9 Si2,1
Fe1.16 Li0.24 O8 Ti2.62,1
O17 V9,0
S1 Si1 Th1,0
Eu3 Sb4 Se9,0
O3 Pb1 Ta0.5 Yb0.5,1
H5.56 K0.11 N0.89 O4 P1,1
O8 Ta2 U1,0
C4 H4 Mo2 O8,0
Ce1 S0.5 Se0.5,1
Fe1.9 Ni0.1 O7 Sr3,1
Al6 Ho1 Mn6,1
  Ca0.002 Fe0.007 Hf0.012 Mn0.001 Ni0.001 O4 S0.001 Si1.007 U0.001 Y0.005 Zr0.969,1
Al0.32 Ca0.55 Fe0.15 Mg0.65 Na0.3 O6 Si2 Ti0.01,1
Br1 F8 Sb1,0
B2 Ir2 Nd1,0
Al4.42 Cu5.87 Eu1 Ga2.48,1
Al0.25 Fe0.75,1
Ge5 Li4 O12,0
Mn1 O7 Sb1 Y2,1
Ga2 O7 Si1 Sr2,1
Cd1 Cs1 Sm1 Te3,0
C1 Cu0.58 Nb2 S2,1
Ba0.2 La0.02 Mn1 O3 Sr0.78,1
Ce2 I2 Si2,0
 Al1.576 Cr0.382 Fe0.239 Mg0.784 Ni0.007 O4 Si0.004 Ti0.002,1
Bi2 Fe2 O11 Sr2.591,1
F3 Na1 V1,0
Al1.215 B1 Ni1.785 O5,1
C12 Cl12 N12 O4 P4 S12 Sb4,0
In1 Tl1,1
H13.88 Al6.32 Ca8 Cr3.76 Mg1.92 O56 Si12,1
H2 Br2 Cs2 Hg2 I4 O1,0
C5 H6 K2 N2 O12 U1,0
Ca1 Cu2 O7 Sr2 Tl1,0
C6 F12 Fe1 O6 Sb2,0
Al1.06 La0.98 Ni3.98,1
B1 Co1.5 Fe1.5,1
Al5.51 Au5.49 Ba3,1
Au4 La3,0
Al2 Cd1 Te4,0
Nb2 Se1,0
Cr1 Mg2 O11 V3,1
Ba1 Mg1 O6 Sr1 W1,1
Ce10 Cl4 Ga5,0
Ni0.6 O1 Zn0.4,1
Ca2.67 Mg5.18 Zn15.15,1
Ca1 Cu1 Ge2 O6,0
Mg3 Na2 O16 S4,0
Be24 Ca6 Li12 O96 P24,1
H35 Cr2 N9 O17 S4,0
F1 Sb1 Sr1 Zn1,0
Ca0.75 Dy0.25 Mn1 O3,1
 H2 Al14.784 Fe1.97 Li0.576 Mg0.258 Mn0.034 O32 Sn1.736 Ti0.264 Zn2.102,1
Au2 Cs1 F7,0
F1 Na1 O4 S1 Zn1,0
In91.05 K34 Mg13.95,1
Cr1 Cu1 Zr1,1
Cu1.07 Ga3.21 Y1.12,1
Ba1 Fe0.67 O2.992 Ti0.33,1
Ge3 Nd1 V1,0
Co3 Fe4 O24 P6,0
Cr1 O4 Pb1,0
Ba1 O5 Ti2,0
Ag1 La1 Sn1,1
Ba4 Ge15 In8,1
C1 Sn1 Tm3,0
Bi1.74 Ca0.88 Cu1.95 O7.88 Pb0.22 Sr2 Y0.09,1
C3 H36 Mg2 O29 U1,1
Cu1 La1 O3,0
Bi0.9 Cu1 O1 Pb0.1 Se1,1
Ba2 Eu4 O26 Si6 Y4,1
H8 As6 Co6 O25,1
S2.97 Sm1.94 Zn0.062,1
Pb1 Se1 Sn1 Te1,1
Ga0.555 Ge1.195 Y1,1
Co3 Ho1 Ni2,1
Ag1 Cl6 Na2 Y1,1
Eu0.15 O7 S3 Si2 Y3.85,1
Cs3.31 Ga2 K2.25 Rb1.44 Sb5,1
Cu5 O30 Ta11,1
Cs1.44 K2.56 O16 P2 U3,1
Li0.9 Mn1.5 Ni0.5 O4,1
Co0.3 Fe0.2 Mn0.5 Na0.67 O2,1
Al1 Cs9 O4,0
Au1 Cs1 Se3,0
Ag1 S2 Tm1,1
Bi1 Cs3 O14 P4 Sr1,0
Bi4 I2 Ru1,0
C2 Fe17 Gd2,1
B1 Fe2 Ni1,0
H20 Cd2 N4 O16 P4,0
Cu1 Nd1 O2.93,1
Gd5 Rh4,0
Pb1 Rh1.924 Sm2,1
Cl0.25 Cr3 K0.25 O7 Si2,1
Hf1 Te4 Tl4,0
Ce0.6 Dy0.4 O1.8,1
Ba2 Ca0.24 Cu2.76 Fe0.24 O6 Y0.76,1
Fe4 Nd1 P12,0
Eu1 Ir2 Si2,0
 Al0.014 Ca0.036 Cr0.004 Fe0.795 Mg1.134 Mn0.026 O6 Si1.986 Ti0.005,1
La0.3 Ru2 Si2 U0.7,1
Fe10 Re2 U1,1
Ca1 Pb1,0
Na1 O4 Re1,0
Al0.096 Li1.06 Mn1.84 O4,1
Bi4 In2.67 K4.67,1
As1 F6 N5 S6,0
Ba4 O10 Ru3,0
Er11 Ge10,0
Al0.6 Cu1 In0.4 Tb1,1
Fe2 Sm0.2 Y0.8,1
Gd1 Ge3 Ni1,0
Ni0.5 Si1.5 Sm1,1
Ag9 Al12 Cs3 O48 Si12,1
Ag9.26 Al7.74 Gd1.85,1
Au3 Ho3 Sb4,0
Br1 O1 Rb3,0
F10 Gd3 Rb1,0
Cu1 Er1 Te2,1
Er2 Mn1 S4,1
Cd0.85 Cr2 Cu0.15 S4,1
H13 N3 O8 S2,1
Co1 Er1 Ga5,0
Ca0.15 Cu1 La1.85 O3.9095,1
Ga8 K8 Sn38,1
Ca0.3 La1.7 Ni1 O4,1
Ge1 Si1 V6,1
Se3 Sn1 Tl2,0
Bi1 La2 O1,1
Ba2 Cu3 O7 Pr0.15 Y0.85,1
Ce0.7 O2 Pr0.3,1
Ir0.67 Na0.92 Ni0.33 O2,1
Ir1 N6 O12 Tl3,0
Al1.17 Fe11.83 La1,1
Cr0.75 Ru0.25,1
B3 Ca4 Er1 O10,1
Ce3.64 Li3 N33.92 O1.08 P18,1
K2 Ni1 P2,0
C4 B25 Mg1.5,1
Fe0.01 Mn0.99 S1,1
C4 H4 Cu1 O8 Sr1,0
Al0.8 Fe0.2 O3 Tb1,1
Ce1 La1 Ni1 Pt1,1
C3 Ba2 Lu4 N16 O2 Si12,1
Li13.63 Mg1.37 Si4,1
Ba1 Gd2 Se4,0
Ca0.8 Co0.8 Fe0.2 O3 Pr0.2,1
Cu2.888 La4.333 O13 V1.444,1
Mn2 Ti0.3 Zr0.7,1
Ag1 Rb2 S4 Sb1,0
Cr4.8 Sc7 Si9.2,1
Ge2 Zr1,0
Ga2 O14 Pb3 Si2 Te1 Zn1,1
Al0.025 Ca0.1 La0.7 Mn0.95 O3 Pb0.2 Sn0.025,1
K2 Te1,0
B2 La0.5 Rh3,1
B5.9 La1,1
Ca1 Fe1 La2 Ni1 O9 Sb1,1
O3 Sr1 U0.764 Zn0.236,1
Ir0.62 Ru0.38,1
Ca4 Ge3 O12 Zr1,1
H6 O7 P2 U1,0
Ba1 Cd1 O7 V2,0
Mn3 P1,0
Ce1 Ni1.9 P1.91,1
As1 Cr1 Ni1,0
Ca2.201 Gd0.16 La0.64 Nb1 O6,1
C6 H6 Au3 N6 O3 Tb1,0
Ba2 Cu4 O8 Y1,1
Ru4 Si12 Tb3,0
Ba0.22 Ca2.114 Cu3 O9 Pb0.5 Sr1.606 Tl0.56,1
C1 K0.19 N1 Na0.81,1
C6 H18 As3 N1,1
Cd7 Cl6 P4,0
Cu2 In2 S6 Si1,0
Bi1 K1 S2,1
Fe1 O11 Sr1 V5,1
Eu2 Ge3 Li1,0
B4 La0.783 O12 Sc2.901 Y0.316,1
Ga4 Tb1 Ti2,0
Al1.24 F2 K0.99 Mg2.88 Na0.01 O10 Si2.88,1
Nd1 Sb1 Te3,1
Dy3 Pt1,0
Ag0.39 Ba1 Cu5.61 P2,1
C12 Fe2 N12 Pt3,0
Bi1 K1 Se2,1
Rh4 Si1 Sn1 Tm1,1
Ba5 Cr1 N5,0
Ni1.78 P2 Y1,1
K1 Pr1 S2,0
H1.48 Al0.33 La3 Li6.11 O12 Zr2,1
Co0.5 Ni0.5 O3 Sm1,1
Ag8 Ca19 N7,0
Cr2 Er1 Fe10,1
Ce0.973 Mn0.027 O2,1
Cu1 O14 S2 Te2 Tm2,0
Ag1 La5 O7 S5 Ti2,0
Ba0.67 O3 Pb0.33 Ti1,1
O1.7 Ta1,1
As7 Ni12 Sm2,0
C1 H6 Cl3 N3 Sn1,0
Bi1 Nd2 O2,0
Mn1 Ni1 Zr1,1
H8 B1 O10 Pr1 S1,0
Fe1 Ge0.21 Mn1 P0.79,1
H2 Er1 K1 O9 Se2,0
Br4 Gd4 Re1,0
C4 H7 K1 O10,0
Eu2 Pb1,0
Cl2 O1 Rb4,1
Ba12 Br2.56 Cl2.44 F19,1
Gd1 Ni4.916 Sn0.084,1
Ba2 Cu3 O6.43 Y1,1
As3 K0.65 Mn3.43 Na0.5 O12,1
Ir1 O7 Pr3,0
Ge1 I1 O6 Rb1,0
Ho5 Pd2 Sb1,0
Dy3 Fe1 Ga1 S7,0
B2 Fe1 Ir2.96 Ru2.04 Sc2,1
Ba4 Ga2 S8,0
B4 O8 Th1,0
Fe0.2307 Li0.2307 O0.9997 Zn0.5383,1
Co0.4 Mn0.6 Nd0.5 O3 Sr0.5,1
Cs2 O3 Te1,0
Cu9 Mg2 Sm1,0
Al3.84 Ca11 Ga3.16,1
Ce1 K9 P4 S16,1
Al0.2 Co1.8 Y1,1
Ce0.76 O2 U0.24,1
Ba1 Eu0.6 La1.4 O5 Zn1,1
Al0.08 Co0.24 Cu0.03 Fe0.51 Ni0.14,1
Ag0.86 Sb0.14,1
B8 Mn2 Ru18 Ti9,0
C1.44 H4.88 Al6 Na8 O30.32 Si6,1
C1 B2 Tm1,0
K2 Pd3 Se4,0
Al4.64 B0.2 O9.58 Si1.16,1
Ba0.02 Bi0.49 Na0.49 O3 Ti1,1
Ce1 Cr0.91 Fe0.09 O3,1
Co0.1 Mn0.9 O3 Tb1,1
Ba1 O4 P1 Rb1,0
Cu0.78 In2.078 Se3.6,1
Ba1 Bi1 O3,1
C1 Ce2 Fe13 Mn1,1
 H3.71 Al7.606 B3 Ca0.018 F0.32 Li1.363 Mn0.031 Na0.55 O30.68 Si6,1
K0.42 O6.38 Sb2 Y0.78,1
C2.8 H8.4 F2 Li0.62 Mg2.38 N0.7 O10 Si4,1
As3 Gd1.25 Ni4 Zr0.75,0
I1 S8 Si2 Sm3,0
Ni3 Si1 V6,1
Al1.625 La1 Sn0.375,1
H10 Ni1 Sn2 Zr6,0
Ce0.67 Lu0.33 O1.83,1
Ba1 Co2 Ge2,0
Na4 Se1 Te1,1
Hf0.25 Ni0.86 Ti0.89,1
Cl9 Ta1 Te1,0
Ba1 N2 Zr1,0
C3 H5 K1 N2 O5,0
B3 Re5 W2,1
Ba3 K2 Sb4,1
S4 Sm1.5 Yb1.5,1
P1 Ti1,0
C1 Br4,0
Ga4.72 Na0.7 O8 Ti0.29,1
Er1 Rb1 S2,0
B4 Cs2 O9 Si1,1
Mg1.5 O8 P2 Zn1.5,1
Co2.5 Mn0.5 O4,1
Al1 Ba1 N7 O2 Si5,1
H16 Na2 O20 P4 Zn1,0
K1 Mn4 O12 P3,0
Ag1 In1 Se1 Te1,1
Al3 Co1,1
Ga1 Li3 O11 Te4,1
Cl1 Cu5 K1 O10 P2,1
Ag3 Fe1 O8 V2,0
C2 Cs1 Gd1 O6,0
I3 Np1,0
 H2 Al1.68 Ca1.98 Cr0.18 Fe0.21 K0.02 Mg4.26 Na0.74 O24 Si6.62 Ti0.07,1
Al2 Ca0.5 Gd2 O7 Sr0.5,1
Cr1 Sb1,0
Cl4 N3 O2 P1 S2,0
O9 Sr1 V4,0
B2 Dy3 Ni13,0
Ca3.06 O9 Tl3.94,1
Pd5 Y3,0
Dy0.9 Tb0.1 Te1,1
Al1.64 Ga2.09 Gd1,1
Ba1 O6 Sb2,0
Cl1 Fe1 Nd2 O12 Se4,0
Cu12.42 Ga10.58 Zr6,1
Ba1 Co0.002 O2.997 Ti0.948 Zr0.05,1
Ca0.144 Cu1 O2 Sr0.192,1
Fe1 O3 Pr0.5 Sr0.5,1
Al0.4 Ge0.6 Li1.4 O12 P3 Ti1,1
Ce1 Si1 Zn1,1
N1 Pt2 Zr4,0
Fe0.85 Ga0.15 O3 Tm1,1
Ga1 S6 Y3,0
I1 Ir1 Te2,0
Ge1 Na1 O5 Ta1,0
Al1.6 Ce2 Ge5.4,1
Bi4.04 O15 Pb0.96 Ti4,1
As6 Cd7 Na4 O18,1
Gd0.4 In3 Sm0.6,1
H3 O9 P3 Sb2,0
Cu0.5 La0.5 O3.78 Sr1.5 Ti0.5,1
Cd58 Sm13,0
Ag1.9 As18.09 Pb10.96 S40 Sb1.06,1
Cs2 Mn1 S6 Te2,0
Co1 Er4 Sn8,1
Ba0.5 Cr0.5 La0.5 O3 Ti0.5,1
Co0.25 Ho1 Mn0.5 Ni0.25 O2.91,1
Al3 Cs1 O20 P6,0
C0.61 Ba2 Ca0.19 Cu1.2 O4.86,1
Mo2 Re1 Te4,1
Ba1 Fe4 Gd1 O7,0
Al1.817 Ca1 Fe0.183 O4,1
Cs2 Pd1 Sb2,0
Fe2 Ge0.6 Mn1 Si0.4,1
Ca0.95 Cs4 Eu0.05 F12 Mg3,1
Ba1.5 Ca0.5 Cu3 La1 O6.5,1
C3 N4 Sr2,1
Ba1 Cr2 O14 P4,0
C0.88 B12 Li1 P1.12,1
Cu1 Ge1 In1 Se4,1
Na0.78 O3 W1,1
Ba0.5 N1 O5 Si2 Sr0.5 Y1,1
F1.4 Fe0.8 Na3 O9.6 P2 V1.2,1
F0.28 Li0.07 O3.72 V0.93 Y1,1
O7 Pr3 Ru1,0
Eu6 Li3 S16 Si4,0
Au0.1 Pd0.9,1
Al3.3 Pr6 Se14,1
As9 Ca4 Rh12.8,1
H1 As1 Co1 O5 Sr1,0
Mn2 Si2 Y1,0
C2 Re1 U1,0
Mo1 Na1 O2,0
Nb0.5 O3 Pb1 Yb0.5,1
Al3.5 Cu7.5 Pr1,1
F5 Fe1 Sr1,0
Al6.05 Bi2 Mn0.95 O14,1
Ba1 Ca1 Ga2 O7 Zn2,1
Ce0.15 Fe1 O3 Sr0.85,1
Au51 Th7 U7,1
Cs1 Cu2 F5,0
Bi23.55 O40 V1.97,1
Cu1 La2 O4.036,1
H4 Mo1 Na2 O6,0
Cu1 Nd1 O3.56 Sr1,1
Ca1 Ni1 O6 Sr1 Te1,1
H2 Be4 Ca6 Mn1 O24 Si6,0
Lu1 Na5 O16 W4,0
La0.99 Mn0.1 O3 V0.89,1
Bi1 Se2 Tl1,1
Fe0.66 K1 Mg2.34 O12 Si4,1
Ag1 Bi0.5 In0.5 Se2,1
Ga24 Pt9 Yb4,1
Ni0.91 W0.09,1
As1 Cl1 Cu5.5 O10 V1,1
Ag0.201 Cl1 Na0.799,1
Cu2 Gd1 O8 Ru0.942 Sr2 Ti0.058,1
Fe0.18 La0.21 O3 Pb0.79 Ti0.82,1
Ca1 Cr2 O4,0
Co2 Sn1 Ti1,1
Al0.5 Cu1.5 Mn1,1
Al1 Nd3 Ni1 S7,0
Al11.57 Nd3 Os4.43,1
Bi2 Eu1,0
Ca7.603 O28 Pb2.898 V7,1
Ag0.44 Bi13.19 Cu3.5 Pb12.27 S34,1
B0.5 Mn3 P0.5,1
Ba3 Cl2 Ga5 K1 Se10,1
Cd3 O10 P2 Te1,0
Co1 Gd1 Na1 O6 W1,0
Mn3 N1 Pt1,0
N10 Si7 Sr1,0
Bi3.05 Ca1.31 Cl1 Nb2 O11 Sr0.65,1
La1 Rh1 Si2,0
Cu2 Si2 Yb1,0
Fe17 N2.92 Pr2,1
Ge6 Mn6 Tm1,0
Al2 F12 Li3 Na3,0
In1 Pb3 Zr5,0
Co4 O9 Ta2,0
Ba3 Nb1 Ni1 O9 Ta1,1
La1 Nb0.33 Ni0.67 O3,1
Au0.9 Ba1 Ge1.1,1
H3.65 Al6 B3 Fe3 Na0.42 O30.65 Si6,1
Cu1 Mo6 Se8,0
Au0.974 Ge0.026,1
Ge2 Ni2 Th1,0
Ga1 La0.21 Nd0.79 O3,1
Cl6 Cs2 Ho0.1 Na1 Y0.9,1
H15 N6 Na1 O9 Ru1,0
Er1 Ge3 Ni1,0
Fe3.67 Na1 O12 P3,1
Ba0.5 Mn1 O2.84 Sr0.5,1
Al11.45 Co4.55 U3,1
Ba2 F19 K2.2 Na0.8 Th3,1
Ag1.062 Gd1 Mg0.939,1
B1 Dy1 Rh3,0
B1 Cu1 Se2,0
Co0.5 P1 W0.5,0
Mo1.2 Os0.8,1
Cr0.26 Si1.73 Yb1,1
Ca0.9 La1.2 Mn2 O7 Sr0.9,1
Fe0.1 La0.8 Mn0.9 O3 Sr0.2,1
Nb0.436 O3 Rb0.298 W0.564,1
Ba12 Fe29.26 O84 Ti13.74,1
B6 Co16.2 Ir6.8,1
C7 Cr1 N2 O5,0
Eu3 Pd2 Sn2,0
H1 Cl2 Eu2 Li1 O1,0
Co9 Si4 Tb1,0
Ca4 Mn2.7 O10 Ta0.3,1
Ga1 Mg2,0
Ce0.2 Cu1 Nd1.8 O4,1
Ag2 Al1 In1 S4,1
Er4 La1 Se7,1
Ca0.36 Fe0.68 Mg0.32 Na0.64 O6 Si2,1
F34 Fe6 Na1.96 Sr6.04 Zn1,1
H6 Fe3 O11 P2,0
Cu1 La1.8 Nd0.2 O4,1
Ag0.001 Cd0.9995 O1,1
Ca2 Co2.887 Cu0.7 O7.174,1
  H3.322 Al7.317 B3 Ca0.695 F0.678 Fe0.057 Li1.569 Mg0.021 Mn0.033 Na0.24 O30.322 Pb0.007 Si6 Ti0.003,1
Cu0.408 Li3.592 O7 P2,1
Mo2.25 O1,1
C12 Bi2 O12 Ru4,0
La2 O3,1
C1 Ni1 O3,0
As5.58 Cu25.1 S32 V2.22,1
Cs2 Hg1 S8 Sb4,0
Co1.01 La1.99 Mn0.27 O6 Ru0.73,1
Ba1 Pd1 Sb2,0
Li2 Na1 Sb1,0
C3 Nd2,0
Cd2 Na14 O9,0
Cu5 Mg8 Y5,0
Ni66.85 Si28 Ti18.72,1
Cs1 Cu1 F6 In1,1
Na2 Ni2 O9 Se3,1
Bi1 Ga1 O11 Ti4,1
Ir2.7 Mg2.3,1
Tc1 Ti1,0
Mg2 Mn1 O8 P2,0
Bi3 Pb0.75 Te5.25,1
Cs1 O4 Ru1,0
Cu0.11 S2 Ta1.05,1
C9 H30 Br9 N3 Sb2,1
N4 Si3,0
Cr0.033 Fe0.634 O4 Sb0.667 V0.667,1
Ca1 Mn1 O3.15,1
H7 N1 O8 S2,0
Br1 Cl1 Cs2 F4 Os1,1
Ca0.8 Co1 Nd1.2 O3.98,1
F3 Fe0.05 Ga0.05 Sc0.9,1
Ba1.2 Ca0.6 Cu2.977 Dy0.3 La0.9 O7.004,1
B3 Li2 O8 P1,0
Al2 Ca3 O12 Sn2.2 Ti0.8,1
H6 F5 N2 Sb1,0
Ag1 In1 S1 Se1,1
Cl6 Cs2 Pd1,0
Fe16.33 Sm2.33,1
Hg1 Mg1,0
C4 H12 Cu1 N6 O6,0
Cd58 Sr13,0
Cr0.25 Li0.995 Mn1.75 O4,1
Ga0.6 Ge5.3 Mn6.1 Yb1,1
Er3 Fe4 Ge4,0
H4 Ca2 Cu2 O12 Si3,0
K2 Na3 O4 Tl1,0
Co10 V2 Y1,1
C0.59 Ti1,1
O6 Ta2 V1,0
Ba2 In1.95 O5.025 Ti0.05,1
Ca0.056 Mg0.944 O3 Si1,1
Cu1.14 Pr1 Sb2,1
Ba1 F4 Zn1,0
Bi1 Eu0.5 F1 La0.5 S2,1
Se2 V1.13,1
Bi2 O2.5,1
Ce9 Ga5 Ru4,0
Ca0.22 La0.7 Mn1 Na0.08 O3,1
K0.9 Li2.95 O6.5 Zr2.25,1
Co0.974 Ge1 Mn0.997,1
Mn3 Nd2 S12 Sb4,0
Mo0.5 Se2 W0.5,1
In1 Nd1 Zn1,0
Fe1 Li2 O8 V3,1
Dy1 Ga1 Ni1,0
Co1 Ga3 Tm8,0
Cl1 N5 S4,0
 Al0.285 Ca0.831 Cr0.003 Fe0.185 Mg0.803 Mn0.004 Na0.037 O6 Si1.819 Ti0.033,1
As2 Cu3.9 Na1,1
Na6 S7 Sn2,0
P1 W3,0
Ga5.56 La3 Nb0.44 O14,1
Cu1 Mo0.3 O6 Sr2 W0.7,1
C4 H24 Cr2 N4 O16,0
Ce5 Gd5 Ge6,1
Ag2.61 Mo9 Rb1 Se11,1
C2 Ni1 Yb1,0
Fe1 Sb1.9 Se4 Sn0.1,1
Bi2.15 Ca0.75 Cu2 O8 Sr1.92,1
Ga3 Mn3 O12 Y2,1
Ge12 Pt4 U1,0
Cu2 Mo3 S4,1
H20 Br1 Co1 N6 O4 S2,0
Mo1 O4.8 Tb2,1
Cr0.84 In1.34 Ni0.73 S4,1
Nb2 Pd0.88 Se5,1
O8 P2 Sr1 Ti1,0
As1 F0.2 Fe1 La1 O0.8,1
Ge2 Pt2 Sm1,0
O7 Pb2 Tb2,1
N2 U1,0
K1 Lu1 Te2,0
Ag1 Ga1 Ge3 Se8,1
Ca0.5 O3 Ta1,1
Al1 Ho2 Si2,0
H13.68 Al4 Ba1.98 O26.84 Si6,1
N2 O4,0
B2 Co4.162 Hf0.838 O10,1
Al4 Bi4 Cl16 S4,0
Ba1.022 Ga2.13 Lu2.019 Mg1.218 O12.147 Si2.09,1
Ge3 Hf1.6 Nb3.4,1
Cu1 La1.9 Nd0.1 O4,1
In1.1 Ni0.88 Tm1,1
C6 H6 K0.29 O7 Rb1.71,1
K0.124 Na0.732 O3 Ta1,1
Fe6 Ge6 Li1,0
Cl4 Co1 Na2,0
B6 Ce0.71 La0.29,1
Mg4 Nd23 Rh7,0
Co0.87 Ni0.13 Sb0.9 Sn0.1 Ti1,1
Cl6 Rb2 W1,0
Na1.84 O6 Sn1 Te1,1
Na3 O3 Sb1,0
Cu5.32 Se8 Sn2.68,1
Fe0.8 O4 Ti0.4 Zn1.6 Zr0.2,1
Al1.55 Ca0.55 Na0.45 O8 Si2.45,1
C3.26 H8.26 Mn1 N1.74 O6,1
Cr1 O6 Re1 Sr2,1
Li1 O2 Rh1,0
Si0.94 Ta0.97 V14.35,1
Fe2.155 O4 Ti0.845,1
Cu0.9 Si0.1,1
Bi6.67 Cl12 Pt1,1
Ge4 Ir1,0
Ag2.18 La1 Mg1.82,1
